VentaID,Fecha,ClienteID,Segmento,Producto,Categoria,Region,Canal,Cantidad,PrecioUnitario,Descuento,VentaNeta,Margen,MedioPago
V00212,2025-11-04,C0211,Hogar,Cemento 42.5kg,Construcción,Piura,Tienda,7,32,0.05,212.8,47.91,Plin
V00213,2024-01-13,C0235,Empresa,Brocha 3 pulgadas,Pinturas,Junín,Tienda,5,18,0.0,90.0,30.23,Plin
V00214,2025-10-22,C0215,Profesional,Alicate,Herramientas,Junín,Web,6,38,0.05,216.6,63.24,Efectivo
V00215,2025-11-10,C0481,Hogar,Cemento 42.5kg,Construcción,Arequipa,App,3,32,0.05,91.2,24.42,Plin
V00216,2025-01-24,C0108,Profesional,Tubo PVC 1/2,Plomería,Cusco,Tienda,4,8,0.05,30.4,6.72,Tarjeta
V00217,2025-06-19,C0137,Hogar,Tubo PVC 1/2,Plomería,Lima,Tienda,5,8,0.05,38.0,12.04,Efectivo
V00218,2024-05-18,C0442,Profesional,Cemento 42.5kg,Construcción,Junín,Tienda,2,32,0.03,62.08,14.68,Transferencia
V00219,2024-10-11,C0137,Hogar,Alicate,Herramientas,Cusco,Web,3,38,0.05,108.3,16.51,Tarjeta
V00220,2024-06-24,C0392,Profesional,Alicate,Herramientas,Lima,Web,5,38,0.0,190.0,42.91,Efectivo
V00221,2024-05-12,C0089,Profesional,Llave de paso,Plomería,Cusco,Tienda,6,28,0.0,168.0,33.5,Yape
V00222,2024-09-24,C0066,Hogar,Guantes de trabajo,Seguridad,Piura,Tienda,6,22,0.03,128.04,23.05,Yape
V00223,2024-09-23,C0249,Profesional,Guantes de trabajo,Seguridad,Lima,Marketplace,2,22,0.08,40.48,13.14,Efectivo
V00224,2025-01-03,C0396,Profesional,Llave de paso,Plomería,Piura,Tienda,5,28,0.08,128.8,41.2,Tarjeta
V00225,2024-11-25,C0285,Profesional,Foco LED,Electricidad,Arequipa,Tienda,4,15,0.05,57.0,11.95,Efectivo
V00226,2025-07-17,C0498,Empresa,Brocha 3 pulgadas,Pinturas,Lima,Tienda,2,18,0.08,33.12,10.15,Efectivo
V00227,2025-04-04,C0470,Hogar,Martillo profesional,Herramientas,La Libertad,Tienda,3,65,0.03,189.15,47.93,Plin
V00228,2025-04-05,C0475,Hogar,Pintura látex 4L,Pinturas,Lima,App,2,95,0.0,190.0,25.22,Efectivo
V00229,2025-12-16,C0133,Empresa,Brocha 3 pulgadas,Pinturas,Piura,App,2,18,0.0,36.0,10.75,Tarjeta
V00230,2024-09-07,C0483,Hogar,Casco de seguridad,Seguridad,Lima,Web,6,35,0.0,210.0,37.96,Plin
V00231,2025-02-27,C0190,Profesional,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,2,18,0.08,33.12,9.6,Yape
V00232,2024-06-01,C0104,Profesional,Foco LED,Electricidad,Piura,Tienda,4,15,0.1,54.0,6.94,Efectivo
V00233,2024-06-21,C0095,Hogar,Martillo profesional,Herramientas,Arequipa,Web,3,65,0.05,185.25,37.37,Plin
V00234,2024-04-08,C0492,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Marketplace,7,18,0.05,119.7,32.55,Plin
V00235,2025-12-09,C0049,Profesional,Taladro inalámbrico,Herramientas,Lima,Tienda,2,260,0.05,494.0,141.29,Yape
V00236,2024-06-03,C0454,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Tienda,4,8,0.03,31.04,9.16,Yape
V00237,2025-01-10,C0202,Hogar,Martillo profesional,Herramientas,Cusco,Tienda,2,65,0.0,130.0,42.59,Efectivo
V00238,2024-11-12,C0392,Hogar,Cemento 42.5kg,Construcción,Cusco,Marketplace,1,32,0.0,32.0,8.34,Efectivo
V00239,2025-09-19,C0434,Hogar,Pintura látex 4L,Pinturas,Lima,App,6,95,0.0,570.0,74.74,Transferencia
V00240,2024-03-18,C0365,Hogar,Cable eléctrico 10m,Electricidad,Lima,Web,1,42,0.08,38.64,12.61,Efectivo
V00241,2025-03-29,C0144,Hogar,Casco de seguridad,Seguridad,La Libertad,Web,6,35,0.08,193.2,55.03,Yape
V00242,2025-08-31,C0394,Empresa,Brocha 3 pulgadas,Pinturas,Piura,App,4,18,0.05,68.4,14.15,Yape
V00243,2024-09-03,C0398,Empresa,Cemento 42.5kg,Construcción,Lima,Marketplace,5,32,0.05,152.0,24.54,Transferencia
V00244,2025-04-26,C0237,Empresa,Martillo profesional,Herramientas,Junín,Tienda,7,65,0.03,441.35,114.93,Tarjeta
V00245,2025-03-15,C0192,Empresa,Cable eléctrico 10m,Electricidad,Cusco,Tienda,7,42,0.03,285.18,83.65,Efectivo
V00246,2024-08-03,C0330,Profesional,Pintura látex 4L,Pinturas,La Libertad,Tienda,6,95,0.03,552.9,140.1,Tarjeta
V00247,2024-12-12,C0028,Hogar,Casco de seguridad,Seguridad,Piura,Tienda,5,35,0.05,166.25,38.08,Efectivo
V00248,2024-09-20,C0375,Hogar,Guantes de trabajo,Seguridad,Arequipa,App,3,22,0.1,59.4,7.79,Efectivo
V00249,2024-10-26,C0390,Hogar,Brocha 3 pulgadas,Pinturas,Piura,Tienda,7,18,0.0,126.0,29.85,Yape
V00250,2024-09-28,C0372,Profesional,Tubo PVC 1/2,Plomería,Lima,Web,7,8,0.05,53.2,13.82,Plin
V00251,2025-09-03,C0406,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Tienda,5,260,0.0,1300.0,409.98,Plin
V00252,2025-08-26,C0167,Hogar,Cemento 42.5kg,Construcción,Junín,Tienda,7,32,0.1,201.6,65.08,Yape
V00253,2024-03-05,C0038,Hogar,Pintura látex 4L,Pinturas,Arequipa,Web,1,95,0.0,95.0,32.09,Efectivo
V00254,2024-08-12,C0320,Profesional,Martillo profesional,Herramientas,La Libertad,Web,6,65,0.05,370.5,116.37,Transferencia
V00255,2024-11-03,C0399,Hogar,Brocha 3 pulgadas,Pinturas,Cusco,Tienda,3,18,0.05,51.3,8.07,Tarjeta
V00256,2025-04-17,C0429,Hogar,Alicate,Herramientas,La Libertad,Tienda,6,38,0.03,221.16,59.92,Transferencia
V00257,2024-03-22,C0148,Profesional,Alicate,Herramientas,Junín,Web,2,38,0.05,72.2,23.12,Yape
V00258,2025-11-06,C0068,Profesional,Cemento 42.5kg,Construcción,Arequipa,App,5,32,0.05,152.0,39.09,Transferencia
V00259,2024-11-14,C0044,Hogar,Cable eléctrico 10m,Electricidad,Junín,App,1,42,0.03,40.74,8.55,Plin
V00260,2024-01-28,C0381,Profesional,Alicate,Herramientas,Arequipa,Web,2,38,0.08,69.92,16.79,Plin
V00261,2025-04-14,C0301,Profesional,Brocha 3 pulgadas,Pinturas,Lima,Web,7,18,0.05,119.7,28.29,Tarjeta
V00262,2025-02-11,C0235,Empresa,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,4,18,0.1,64.8,14.81,Plin
V00263,2025-04-17,C0216,Profesional,Llave de paso,Plomería,Arequipa,Tienda,2,28,0.0,56.0,6.73,Transferencia
V00264,2025-12-07,C0084,Profesional,Pintura látex 4L,Pinturas,Junín,Web,4,95,0.0,380.0,124.27,Yape
V00265,2024-07-01,C0453,Profesional,Cemento 42.5kg,Construcción,Lima,App,3,32,0.08,88.32,15.08,Transferencia
V00266,2024-09-12,C0126,Hogar,Tubo PVC 1/2,Plomería,Arequipa,Marketplace,7,8,0.0,56.0,10.25,Plin
V00267,2025-06-11,C0430,Empresa,Taladro inalámbrico,Herramientas,Junín,Web,7,260,0.05,1729.0,450.55,Yape
V00268,2024-06-25,C0493,Empresa,Brocha 3 pulgadas,Pinturas,La Libertad,App,6,18,0.03,104.76,22.71,Efectivo
V00269,2024-02-28,C0281,Profesional,Casco de seguridad,Seguridad,Arequipa,Tienda,2,35,0.03,67.9,16.32,Transferencia
V00270,2025-01-20,C0064,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Web,6,18,0.03,104.76,20.19,Efectivo
V00271,2024-05-09,C0011,Hogar,Taladro inalámbrico,Herramientas,Lima,Web,2,260,0.08,478.4,115.71,Tarjeta
V00272,2025-11-05,C0291,Hogar,Guantes de trabajo,Seguridad,Lima,Tienda,2,22,0.0,44.0,5.81,Efectivo
V00273,2024-10-06,C0036,Profesional,Foco LED,Electricidad,Arequipa,Tienda,5,15,0.03,72.75,15.82,Efectivo
V00274,2025-05-13,C0076,Hogar,Foco LED,Electricidad,Piura,App,2,15,0.1,27.0,6.5,Transferencia
V00275,2025-02-13,C0151,Profesional,Pintura látex 4L,Pinturas,Piura,Tienda,5,95,0.1,427.5,97.77,Yape
V00276,2024-09-19,C0010,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Web,1,18,0.03,17.46,4.83,Transferencia
V00277,2024-02-03,C0052,Profesional,Cable eléctrico 10m,Electricidad,Arequipa,Tienda,6,42,0.08,231.84,64.12,Transferencia
V00278,2024-04-28,C0207,Hogar,Pintura látex 4L,Pinturas,Lima,Marketplace,1,95,0.0,95.0,20.91,Efectivo
V00279,2024-08-09,C0463,Empresa,Llave de paso,Plomería,Arequipa,App,2,28,0.1,50.4,6.25,Tarjeta
V00280,2024-05-19,C0276,Hogar,Brocha 3 pulgadas,Pinturas,Lima,Web,7,18,0.1,113.4,37.83,Efectivo
V00281,2025-01-01,C0077,Profesional,Casco de seguridad,Seguridad,Piura,App,5,35,0.03,169.75,41.73,Tarjeta
V00282,2025-02-02,C0157,Empresa,Pintura látex 4L,Pinturas,Lima,Tienda,6,95,0.05,541.5,125.72,Transferencia
V00283,2025-03-09,C0472,Profesional,Casco de seguridad,Seguridad,Lima,Marketplace,2,35,0.0,70.0,15.54,Yape
V00284,2025-03-07,C0310,Empresa,Cable eléctrico 10m,Electricidad,Lima,App,3,42,0.08,115.92,20.07,Yape
V00285,2025-05-05,C0338,Hogar,Cable eléctrico 10m,Electricidad,Junín,Web,7,42,0.0,294.0,41.0,Tarjeta
V00286,2024-01-19,C0423,Profesional,Alicate,Herramientas,Junín,Web,6,38,0.03,221.16,42.84,Efectivo
V00287,2024-09-15,C0443,Profesional,Alicate,Herramientas,Junín,Tienda,7,38,0.05,252.7,36.77,Tarjeta
V00288,2024-11-28,C0070,Hogar,Pintura látex 4L,Pinturas,Piura,Web,5,95,0.0,475.0,86.95,Plin
V00289,2024-08-11,C0187,Profesional,Cemento 42.5kg,Construcción,Piura,Tienda,2,32,0.0,64.0,16.33,Tarjeta
V00290,2025-07-13,C0406,Hogar,Llave de paso,Plomería,La Libertad,Web,2,28,0.05,53.2,11.0,Plin
V00291,2025-09-16,C0211,Hogar,Martillo profesional,Herramientas,Lima,Marketplace,1,65,0.05,61.75,12.09,Transferencia
V00292,2025-10-22,C0143,Profesional,Cemento 42.5kg,Construcción,Arequipa,Marketplace,1,32,0.05,30.4,8.76,Transferencia
V00293,2025-12-02,C0274,Hogar,Casco de seguridad,Seguridad,Piura,Marketplace,7,35,0.0,245.0,53.38,Yape
V00294,2025-01-09,C0162,Profesional,Pintura látex 4L,Pinturas,Lima,Web,1,95,0.05,90.25,27.56,Efectivo
V00295,2025-12-21,C0133,Profesional,Taladro inalámbrico,Herramientas,Lima,Web,1,260,0.0,260.0,85.28,Tarjeta
V00296,2025-12-12,C0130,Profesional,Taladro inalámbrico,Herramientas,Piura,Web,7,260,0.05,1729.0,576.88,Efectivo
V00297,2024-08-28,C0266,Empresa,Martillo profesional,Herramientas,Junín,Tienda,2,65,0.08,119.6,24.61,Tarjeta
V00298,2025-06-06,C0341,Hogar,Pintura látex 4L,Pinturas,Arequipa,Tienda,1,95,0.03,92.15,15.12,Transferencia
V00299,2024-12-02,C0234,Hogar,Foco LED,Electricidad,Lima,Web,3,15,0.03,43.65,12.12,Efectivo
V00300,2025-06-25,C0020,Profesional,Cemento 42.5kg,Construcción,Arequipa,Tienda,2,32,0.1,57.6,11.25,Tarjeta
V00301,2025-10-24,C0469,Profesional,Brocha 3 pulgadas,Pinturas,Lima,App,6,18,0.0,108.0,32.13,Transferencia
V00302,2024-03-22,C0260,Profesional,Brocha 3 pulgadas,Pinturas,Piura,Web,7,18,0.03,122.22,19.05,Tarjeta
V00303,2024-07-08,C0020,Hogar,Tubo PVC 1/2,Plomería,Piura,Tienda,1,8,0.1,7.2,1.28,Yape
V00304,2025-10-28,C0190,Hogar,Alicate,Herramientas,La Libertad,Tienda,1,38,0.03,36.86,5.99,Yape
V00305,2024-08-01,C0379,Empresa,Cemento 42.5kg,Construcción,Cusco,Web,1,32,0.0,32.0,5.26,Efectivo
V00306,2024-02-19,C0383,Profesional,Alicate,Herramientas,Cusco,Web,4,38,0.03,147.44,42.8,Efectivo
V00307,2024-02-19,C0465,Hogar,Martillo profesional,Herramientas,La Libertad,App,6,65,0.08,358.8,67.4,Efectivo
V00308,2025-05-03,C0386,Profesional,Taladro inalámbrico,Herramientas,Piura,Marketplace,1,260,0.05,247.0,31.5,Transferencia
V00309,2025-09-14,C0022,Hogar,Tubo PVC 1/2,Plomería,Cusco,Tienda,1,8,0.03,7.76,1.64,Yape
V00310,2025-09-21,C0447,Hogar,Guantes de trabajo,Seguridad,Piura,Web,3,22,0.08,60.72,10.9,Yape
V00311,2024-02-06,C0076,Hogar,Taladro inalámbrico,Herramientas,Arequipa,Tienda,3,260,0.03,756.6,174.46,Plin
V00312,2024-01-06,C0393,Empresa,Llave de paso,Plomería,Arequipa,Tienda,6,28,0.03,162.96,54.32,Efectivo
V00313,2024-08-09,C0293,Hogar,Casco de seguridad,Seguridad,Lima,Tienda,4,35,0.0,140.0,42.0,Efectivo
V00314,2024-09-03,C0299,Profesional,Tubo PVC 1/2,Plomería,Lima,Web,4,8,0.05,30.4,4.04,Tarjeta
V00315,2024-10-19,C0469,Empresa,Cemento 42.5kg,Construcción,Junín,Tienda,2,32,0.05,60.8,8.88,Tarjeta
V00316,2024-12-10,C0079,Hogar,Martillo profesional,Herramientas,Piura,Web,5,65,0.05,308.75,67.12,Efectivo
V00317,2025-11-04,C0044,Hogar,Cemento 42.5kg,Construcción,Arequipa,Marketplace,7,32,0.05,212.8,68.72,Efectivo
V00318,2025-06-23,C0209,Hogar,Tubo PVC 1/2,Plomería,Arequipa,Tienda,3,8,0.03,23.28,5.11,Efectivo
V00319,2024-03-26,C0327,Hogar,Llave de paso,Plomería,Arequipa,Tienda,5,28,0.0,140.0,17.99,Transferencia
V00320,2024-12-22,C0069,Hogar,Alicate,Herramientas,La Libertad,Web,7,38,0.05,252.7,79.04,Yape
V00321,2025-02-01,C0128,Hogar,Llave de paso,Plomería,Junín,Tienda,3,28,0.0,84.0,16.9,Tarjeta
V00322,2025-05-21,C0267,Profesional,Cemento 42.5kg,Construcción,Lima,Web,5,32,0.03,155.2,30.42,Yape
V00323,2025-10-28,C0397,Hogar,Cemento 42.5kg,Construcción,Piura,App,7,32,0.05,212.8,68.13,Plin
V00324,2024-11-20,C0282,Hogar,Foco LED,Electricidad,Piura,Web,7,15,0.05,99.75,14.01,Transferencia
V00325,2025-11-08,C0307,Profesional,Taladro inalámbrico,Herramientas,Arequipa,Marketplace,6,260,0.08,1435.2,370.81,Efectivo
V00326,2024-04-23,C0431,Profesional,Taladro inalámbrico,Herramientas,Cusco,Tienda,1,260,0.05,247.0,41.39,Plin
V00327,2025-05-20,C0047,Empresa,Guantes de trabajo,Seguridad,Piura,Tienda,3,22,0.05,62.7,10.34,Transferencia
V00328,2025-03-04,C0306,Hogar,Cemento 42.5kg,Construcción,Arequipa,Tienda,3,32,0.1,86.4,23.83,Yape
V00329,2025-11-29,C0365,Empresa,Taladro inalámbrico,Herramientas,Junín,Web,6,260,0.0,1560.0,188.87,Transferencia
V00330,2025-07-28,C0261,Hogar,Pintura látex 4L,Pinturas,Junín,Marketplace,4,95,0.03,368.6,70.56,Plin
V00331,2024-01-03,C0091,Hogar,Cable eléctrico 10m,Electricidad,Lima,Tienda,7,42,0.0,294.0,60.16,Yape
V00332,2025-09-07,C0017,Hogar,Martillo profesional,Herramientas,Lima,Tienda,6,65,0.05,370.5,119.39,Plin
V00333,2024-03-30,C0100,Profesional,Cemento 42.5kg,Construcción,Cusco,Web,2,32,0.1,57.6,9.56,Plin
V00334,2025-06-22,C0215,Profesional,Martillo profesional,Herramientas,Junín,Tienda,3,65,0.08,179.4,27.0,Efectivo
V00335,2025-05-24,C0035,Profesional,Foco LED,Electricidad,La Libertad,App,4,15,0.0,60.0,9.45,Yape
V00336,2024-02-25,C0045,Hogar,Taladro inalámbrico,Herramientas,La Libertad,Marketplace,1,260,0.08,239.2,72.67,Tarjeta
V00337,2024-07-27,C0398,Profesional,Brocha 3 pulgadas,Pinturas,Lima,Marketplace,2,18,0.05,34.2,7.31,Plin
V00338,2024-07-31,C0239,Empresa,Tubo PVC 1/2,Plomería,Lima,App,2,8,0.08,14.72,1.93,Transferencia
V00339,2024-09-12,C0261,Profesional,Alicate,Herramientas,Cusco,Tienda,2,38,0.03,73.72,14.79,Yape
V00340,2025-08-12,C0437,Profesional,Alicate,Herramientas,Arequipa,App,2,38,0.03,73.72,11.28,Tarjeta
V00341,2025-02-21,C0005,Hogar,Casco de seguridad,Seguridad,Junín,Marketplace,6,35,0.0,210.0,32.16,Transferencia
V00342,2025-09-12,C0297,Profesional,Cemento 42.5kg,Construcción,La Libertad,Tienda,1,32,0.05,30.4,4.13,Yape
V00343,2024-10-16,C0095,Hogar,Cemento 42.5kg,Construcción,Cusco,Web,5,32,0.1,144.0,25.44,Plin
V00344,2024-10-11,C0403,Hogar,Pintura látex 4L,Pinturas,Arequipa,Tienda,6,95,0.08,524.4,165.9,Plin
V00345,2025-10-26,C0488,Hogar,Guantes de trabajo,Seguridad,Junín,Web,3,22,0.1,59.4,16.04,Plin
V00346,2024-04-10,C0034,Empresa,Tubo PVC 1/2,Plomería,Piura,Tienda,1,8,0.0,8.0,1.89,Tarjeta
V00347,2025-11-09,C0363,Hogar,Alicate,Herramientas,Lima,Web,6,38,0.0,228.0,72.52,Transferencia
V00348,2025-10-04,C0294,Hogar,Cemento 42.5kg,Construcción,La Libertad,Marketplace,6,32,0.08,176.64,49.11,Transferencia
V00349,2025-05-05,C0379,Empresa,Taladro inalámbrico,Herramientas,Cusco,Tienda,5,260,0.05,1235.0,266.97,Tarjeta
V00350,2024-02-12,C0025,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Web,4,18,0.05,68.4,16.81,Plin
V00351,2024-07-27,C0396,Profesional,Tubo PVC 1/2,Plomería,La Libertad,Web,5,8,0.05,38.0,9.92,Plin
V00352,2025-12-14,C0437,Profesional,Alicate,Herramientas,Junín,Web,1,38,0.03,36.86,8.7,Tarjeta
V00353,2024-10-04,C0297,Profesional,Pintura látex 4L,Pinturas,Junín,Web,2,95,0.05,180.5,54.52,Yape
V00354,2024-07-12,C0185,Hogar,Guantes de trabajo,Seguridad,Piura,Tienda,7,22,0.05,146.3,34.28,Tarjeta
V00355,2025-12-21,C0118,Hogar,Martillo profesional,Herramientas,Junín,App,3,65,0.1,175.5,40.56,Yape
V00356,2025-02-23,C0056,Profesional,Guantes de trabajo,Seguridad,La Libertad,Tienda,3,22,0.08,60.72,18.01,Efectivo
V00357,2025-04-19,C0262,Profesional,Pintura látex 4L,Pinturas,Arequipa,App,1,95,0.1,85.5,26.88,Yape
V00358,2025-07-18,C0476,Profesional,Brocha 3 pulgadas,Pinturas,Piura,Tienda,4,18,0.0,72.0,19.46,Yape
V00359,2025-07-24,C0322,Profesional,Cable eléctrico 10m,Electricidad,Piura,Tienda,7,42,0.1,264.6,62.74,Plin
V00360,2024-09-20,C0073,Hogar,Cemento 42.5kg,Construcción,La Libertad,Tienda,1,32,0.0,32.0,9.73,Plin
V00361,2025-07-17,C0314,Empresa,Tubo PVC 1/2,Plomería,Cusco,Marketplace,2,8,0.05,15.2,3.05,Tarjeta
V00362,2025-01-28,C0311,Profesional,Taladro inalámbrico,Herramientas,Arequipa,Tienda,7,260,0.08,1674.4,433.47,Transferencia
V00363,2024-04-14,C0189,Hogar,Taladro inalámbrico,Herramientas,Piura,Web,7,260,0.05,1729.0,504.73,Plin
V00364,2024-04-10,C0264,Hogar,Taladro inalámbrico,Herramientas,Lima,Tienda,4,260,0.03,1008.8,176.5,Efectivo
V00365,2024-06-26,C0250,Profesional,Cable eléctrico 10m,Electricidad,Piura,Tienda,3,42,0.03,122.22,29.28,Efectivo
V00366,2024-07-05,C0232,Hogar,Foco LED,Electricidad,Piura,App,5,15,0.0,75.0,13.33,Transferencia
V00367,2024-08-24,C0199,Hogar,Martillo profesional,Herramientas,Piura,Web,6,65,0.05,370.5,93.69,Tarjeta
V00368,2025-04-13,C0376,Profesional,Taladro inalámbrico,Herramientas,Cusco,Web,7,260,0.0,1820.0,441.66,Plin
V00369,2024-04-10,C0464,Hogar,Cemento 42.5kg,Construcción,Junín,Tienda,5,32,0.08,147.2,21.62,Efectivo
V00370,2025-09-25,C0168,Hogar,Brocha 3 pulgadas,Pinturas,Junín,Tienda,2,18,0.0,36.0,7.85,Plin
V00371,2025-09-22,C0063,Hogar,Guantes de trabajo,Seguridad,Piura,Tienda,6,22,0.08,121.44,32.01,Efectivo
V00372,2024-11-14,C0206,Profesional,Tubo PVC 1/2,Plomería,Arequipa,App,3,8,0.1,21.6,7.11,Plin
V00373,2025-08-10,C0117,Profesional,Llave de paso,Plomería,Lima,Marketplace,1,28,0.0,28.0,7.14,Yape
V00374,2024-03-04,C0136,Profesional,Casco de seguridad,Seguridad,Junín,Marketplace,6,35,0.05,199.5,57.86,Tarjeta
V00375,2025-10-26,C0480,Hogar,Foco LED,Electricidad,Arequipa,Web,6,15,0.1,81.0,25.36,Efectivo
V00376,2024-02-13,C0145,Hogar,Martillo profesional,Herramientas,La Libertad,Web,3,65,0.05,185.25,36.19,Tarjeta
V00377,2024-05-15,C0215,Profesional,Alicate,Herramientas,Arequipa,App,7,38,0.05,252.7,59.29,Yape
V00378,2025-12-26,C0288,Empresa,Tubo PVC 1/2,Plomería,Junín,Marketplace,2,8,0.05,15.2,4.37,Yape
V00379,2024-05-04,C0424,Empresa,Tubo PVC 1/2,Plomería,Junín,App,6,8,0.08,44.16,11.76,Plin
V00380,2024-06-01,C0198,Profesional,Tubo PVC 1/2,Plomería,Arequipa,Tienda,6,8,0.05,45.6,14.77,Tarjeta
V00381,2025-02-17,C0123,Profesional,Cemento 42.5kg,Construcción,Arequipa,Marketplace,6,32,0.03,186.24,38.5,Efectivo
V00382,2024-08-08,C0308,Hogar,Cable eléctrico 10m,Electricidad,Junín,Web,1,42,0.05,39.9,8.89,Yape
V00383,2025-07-27,C0409,Profesional,Cemento 42.5kg,Construcción,Lima,App,5,32,0.05,152.0,34.03,Yape
V00384,2025-05-01,C0143,Profesional,Foco LED,Electricidad,Cusco,App,6,15,0.0,90.0,22.34,Yape
V00385,2024-10-11,C0191,Empresa,Pintura látex 4L,Pinturas,Junín,Marketplace,2,95,0.05,180.5,59.33,Efectivo
V00386,2025-11-20,C0197,Empresa,Pintura látex 4L,Pinturas,La Libertad,Web,2,95,0.08,174.8,22.21,Transferencia
V00387,2024-01-16,C0235,Empresa,Taladro inalámbrico,Herramientas,Junín,Tienda,3,260,0.08,717.6,198.13,Yape
V00388,2024-08-07,C0125,Hogar,Foco LED,Electricidad,Lima,Tienda,5,15,0.1,67.5,11.77,Efectivo
V00389,2024-11-05,C0279,Profesional,Cemento 42.5kg,Construcción,La Libertad,Tienda,4,32,0.1,115.2,14.13,Efectivo
V00390,2025-09-08,C0393,Hogar,Brocha 3 pulgadas,Pinturas,Lima,Marketplace,3,18,0.0,54.0,15.28,Yape
V00391,2024-01-25,C0168,Hogar,Guantes de trabajo,Seguridad,Arequipa,Tienda,1,22,0.03,21.34,5.17,Plin
V00392,2025-12-24,C0047,Profesional,Taladro inalámbrico,Herramientas,Arequipa,App,4,260,0.05,988.0,243.61,Tarjeta
V00393,2025-07-20,C0094,Profesional,Guantes de trabajo,Seguridad,La Libertad,Tienda,3,22,0.08,60.72,10.04,Tarjeta
V00394,2025-02-18,C0442,Profesional,Taladro inalámbrico,Herramientas,La Libertad,App,6,260,0.08,1435.2,197.73,Efectivo
V00395,2025-07-03,C0460,Hogar,Foco LED,Electricidad,Arequipa,Tienda,5,15,0.05,71.25,18.78,Yape
V00396,2024-02-10,C0421,Empresa,Cable eléctrico 10m,Electricidad,Junín,App,7,42,0.03,285.18,76.59,Tarjeta
V00397,2025-03-16,C0178,Profesional,Pintura látex 4L,Pinturas,Arequipa,Tienda,7,95,0.0,665.0,190.12,Plin
V00398,2024-03-08,C0319,Hogar,Foco LED,Electricidad,Junín,App,1,15,0.0,15.0,2.14,Yape
V00399,2024-11-27,C0193,Profesional,Pintura látex 4L,Pinturas,Piura,App,5,95,0.05,451.25,146.97,Tarjeta
V00400,2025-01-20,C0314,Hogar,Pintura látex 4L,Pinturas,Arequipa,App,7,95,0.08,611.8,151.44,Transferencia
V00401,2024-11-25,C0298,Hogar,Tubo PVC 1/2,Plomería,Junín,Tienda,7,8,0.05,53.2,7.1,Yape
V00402,2024-01-16,C0023,Empresa,Foco LED,Electricidad,Junín,Tienda,6,15,0.0,90.0,14.08,Transferencia
V00403,2025-07-14,C0299,Hogar,Llave de paso,Plomería,Lima,Tienda,1,28,0.05,26.6,4.85,Efectivo
V00404,2025-12-13,C0491,Profesional,Brocha 3 pulgadas,Pinturas,Lima,Tienda,5,18,0.0,90.0,29.73,Plin
V00405,2025-09-21,C0226,Profesional,Alicate,Herramientas,Junín,App,6,38,0.05,216.6,36.57,Efectivo
V00406,2025-01-17,C0186,Hogar,Tubo PVC 1/2,Plomería,Junín,Web,5,8,0.05,38.0,6.82,Transferencia
V00407,2024-09-27,C0294,Hogar,Foco LED,Electricidad,Arequipa,App,4,15,0.0,60.0,9.96,Tarjeta
V00408,2024-08-15,C0408,Hogar,Brocha 3 pulgadas,Pinturas,Arequipa,Marketplace,3,18,0.03,52.38,11.26,Transferencia
V00409,2024-01-05,C0229,Hogar,Llave de paso,Plomería,Piura,Tienda,5,28,0.03,135.8,38.64,Plin
V00410,2025-09-08,C0206,Profesional,Foco LED,Electricidad,Junín,Tienda,1,15,0.03,14.55,2.14,Efectivo
V00411,2024-11-12,C0125,Hogar,Alicate,Herramientas,La Libertad,Tienda,5,38,0.05,180.5,22.46,Yape
V00412,2024-04-01,C0081,Hogar,Martillo profesional,Herramientas,Junín,Tienda,3,65,0.05,185.25,22.27,Plin
V00413,2024-12-26,C0471,Hogar,Llave de paso,Plomería,Piura,Tienda,4,28,0.0,112.0,14.04,Tarjeta
V00414,2025-02-01,C0494,Hogar,Guantes de trabajo,Seguridad,Cusco,Tienda,7,22,0.05,146.3,37.2,Efectivo
V00415,2024-11-15,C0466,Hogar,Guantes de trabajo,Seguridad,Cusco,Tienda,5,22,0.03,106.7,21.82,Efectivo
V00416,2024-10-24,C0462,Profesional,Brocha 3 pulgadas,Pinturas,Arequipa,Tienda,5,18,0.1,81.0,10.75,Transferencia
V00417,2024-08-29,C0078,Hogar,Foco LED,Electricidad,Junín,Tienda,4,15,0.05,57.0,12.56,Efectivo
V00418,2025-09-30,C0081,Profesional,Cemento 42.5kg,Construcción,Arequipa,Web,5,32,0.1,144.0,17.52,Tarjeta
V00419,2024-09-07,C0349,Profesional,Cemento 42.5kg,Construcción,Arequipa,Web,5,32,0.05,152.0,30.45,Yape
V00420,2025-06-23,C0161,Hogar,Brocha 3 pulgadas,Pinturas,La Libertad,Tienda,7,18,0.05,119.7,26.79,Yape
V00421,2025-12-24,C0085,Hogar,Martillo profesional,Herramientas,Piura,Tienda,7,65,0.0,455.0,136.17,Plin
V00422,2025-11-10,C0077,Profesional,Foco LED,Electricidad,Junín,Marketplace,6,15,0.1,81.0,25.32,Tarjeta
